0	3.140402
0.02	2.497565
0.04	1.867201
0.06	1.249063
0.08	0.6429071
0.1	0.04849736
0.12	0.1021538
0.14	0.1423902
0.16	0.1697119
0.18	0.1846192
0.2	0.1875825
0.22	0.1853028
0.24	0.1839892
0.26	0.1833657
0.28	0.1831602
0.3	0.1831358
0.32	0.1831061
0.34	0.1830289
0.36	0.1829245
0.38	0.1828124
0.4	0.1826951
0.42	0.1825761
0.44	0.1824702
0.46	0.1823684
0.48	0.1822636
0.5	0.1821699
0.52	0.1820741
0.54	0.1819693
0.56	0.1818673
0.58	0.1817711
0.6	0.1816625
0.62	0.1815532
0.64	0.1814482
0.66	0.1813418
0.68	0.1812379
0.7	0.1811407
0.72	0.1810415
0.74	0.1809417
0.76	0.1808461
0.78	0.1807394
0.8	0.1806306
0.82	0.1805234
0.84	0.1804178
0.86	0.1803037
0.88	0.1802008
0.9	0.1800892
0.92	0.1799808
0.94	0.179863
0.96	0.1797531
0.98	0.1796401
1	0.1795389
1.02	0.1794347
1.04	0.1793447
1.06	0.1792494
1.08	0.1791478
1.1	0.1790464
1.12	0.1789414
1.14	0.1788256
1.16	0.1787115
1.18	0.17861
1.2	0.1785023
1.22	0.1784014
1.24	0.1783045
1.26	0.1782114
1.28	0.1781089
1.3	0.1780097
1.32	0.1779087
1.34	0.1778116
1.36	0.1777094
1.38	0.1776131
1.4	0.1775173
1.42	0.1774205
1.44	0.1773233
1.46	0.1772296
1.48	0.1771278
1.5	0.1770201
1.52	0.1769157
1.54	0.1768094
1.56	0.1766999
1.58	0.1765955
1.6	0.176505
1.62	0.1764096
1.64	0.176311
1.66	0.1762067
1.68	0.1760973
1.7	0.1759765
1.72	0.1758601
1.74	0.1757435
1.76	0.1756378
1.78	0.1755394
1.8	0.175437
1.82	0.1753344
1.84	0.1752374
1.86	0.175135
1.88	0.1750264
1.9	0.1749237
1.92	0.1748181
1.94	0.1747091
1.96	0.1746059
1.98	0.174511
2	0.1744208
2.02	0.1743297
2.04	0.1742346
2.06	0.1741374
2.08	0.1740322
2.1	0.1739252
2.12	0.1738232
2.14	0.1737275
2.16	0.1736236
2.18	0.1735251
2.2	0.1734181
2.22	0.1733054
2.24	0.1731927
2.26	0.1730873
2.28	0.1729756
2.3	0.1728702
2.32	0.1727636
2.34	0.1726496
2.36	0.1725359
2.38	0.1724329
2.4	0.1723352
2.42	0.1722482
2.44	0.1721715
2.46	0.1720966
2.48	0.1720158
2.5	0.1719249
2.52	0.1718217
2.54	0.1717127
2.56	0.1716044
2.58	0.1714944
2.6	0.1713911
2.62	0.171289
2.64	0.1711889
2.66	0.1710817
2.68	0.1709762
2.7	0.1708669
2.72	0.1707635
2.74	0.1706578
2.76	0.1705542
2.78	0.1704501
2.8	0.1703499
2.82	0.1702495
2.84	0.1701501
2.86	0.1700492
2.88	0.1699518
2.9	0.1698561
2.92	0.1697595
2.94	0.1696645
2.96	0.1695732
2.98	0.1694706
3	0.1693643
3.02	0.1692598
3.04	0.1691575
3.06	0.1690521
3.08	0.1689616
3.1	0.1688668
3.12	0.1687714
3.14	0.1686711
3.16	0.1685735
3.18	0.1684636
3.2	0.1683601
3.22	0.1682544
3.24	0.1681526
3.26	0.1680529
3.28	0.1679621
3.3	0.1678721
3.32	0.1677777
3.34	0.1676851
3.36	0.1675848
3.38	0.1674789
3.4	0.1673651
3.42	0.1672603
3.44	0.1671522
3.46	0.16705
3.48	0.1669567
3.5	0.1668653
3.52	0.1667714
3.54	0.1666734
3.56	0.1665827
3.58	0.1664801
3.6	0.1663827
3.62	0.1662865
3.64	0.166197
3.66	0.1660996
3.68	0.1660128
3.7	0.1659301
3.72	0.1658362
3.74	0.1657364
3.76	0.1656331
3.78	0.1655183
3.8	0.1653969
3.82	0.1652967
3.84	0.1651999
3.86	0.1651038
3.88	0.1650173
3.9	0.1649267
3.92	0.1648217
3.94	0.164713
3.96	0.1646085
3.98	0.1645061
4	0.1644076
4.02	0.1643069
4.04	0.164209
4.06	0.1641088
4.08	0.1639976
4.1	0.1638908
4.12	0.1637931
4.14	0.1636978
