0	232039.6
2E-5	185525.6
4E-5	139015.85
6E-5	92510.66
8E-5	46010.25
1E-4	-484.87495
1.2E-4	-462.98355
1.4E-4	-443.9067
1.6E-4	-427.9488
1.8E-4	-415.20905
2E-4	-405.98755
2.2E-4	-398.02945
2.4E-4	-389.58735
2.6E-4	-380.72955
2.8E-4	-371.3252
3E-4	-361.3346
3.2E-4	-351.03765
3.4E-4	-340.2402
3.6E-4	-328.809
3.8E-4	-316.8326
4E-4	-304.3679
4.2E-4	-291.36135
4.4E-4	-277.8076
4.6E-4	-263.6952
4.8E-4	-249.02365
5E-4	-233.63535
5.2E-4	-217.55815
5.4E-4	-200.664
5.6E-4	-182.87945
5.8E-4	-164.39025
6E-4	-145.21055
6.2E-4	-125.14285
6.4E-4	-104.22455
6.6E-4	-82.473585
6.8E-4	-59.55072
7E-4	-35.67873
7.2E-4	-10.882459
7.4E-4	14.553335
7.6E-4	40.80648
7.8E-4	67.88698
8E-4	96.26546
8.2E-4	125.9079
8.4E-4	157.0559
8.6E-4	189.53135
8.8E-4	223.44005
9E-4	258.33625
9.2E-4	294.3213
9.4E-4	331.50525
9.6E-4	369.77375
9.8E-4	408.89945
0.001	449.37445
0.00102	491.28365
0.00104	534.58555
0.00106	579.3169
0.00108	625.6808
0.0011	673.6375
0.00112	722.78855
0.00114	773.38375
0.00116	825.7258
0.00118	879.5465
0.0012	934.9366
0.00122	991.99735
0.00124	1050.736
0.00126	1111.196
0.00128	1173.3175
0.0013	1237.029
0.00132	1302.839
0.00134	1370.162
0.00136	1438.4915
0.00138	1508.5435
0.0014	1579.567
0.00142	1651.523
0.00144	1725.077
0.00146	1800.6405
0.00148	1877.7895
0.0015	1957.1965
0.00152	2038.476
0.00154	2121.194
0.00156	2205.4535
0.00158	2291.269
0.0016	2378.706
0.00162	2467.5925
0.00164	2558.231
0.00166	2650.814
0.00168	2744.484
0.0017	2839.3005
0.00172	2935.919
0.00174	3033.4095
0.00176	3131.2545
0.00178	3230.918
0.0018	3332.104
0.00182	3433.5895
0.00184	3536.8455
0.00186	3641.363
0.00188	3745.7755
0.0019	3850.374
0.00192	3956.592
0.00194	4063.093
0.00196	4170.378
0.00198	4279.156
0.002	4389.0695
0.00202	4499.2415
0.00204	4610.0035
0.00206	4721.7545
0.00208	4834.04
0.0021	4946.579
0.00212	5058.6645
0.00214	5170.5885
0.00216	5282.1685
0.00218	5392.926
0.0022	5503.1805
0.00222	5613.9825
0.00224	5724.7365
0.00226	5834.2915
0.00228	5944.562
0.0023	6053.9065
0.00232	6162.1415
0.00234	6269.0575
0.00236	6376.37
0.00238	6481.295
0.0024	6585.696
0.00242	6688.6005
0.00244	6790.482
0.00246	6889.64
0.00248	6987.917
0.0025	7084.648
0.00252	7180.278
0.00254	7274.446
0.00256	7367.265
0.00258	7458.2935
0.0026	7546.158
0.00262	7631.539
0.00264	7713.9365
0.00266	7793.815
0.00268	7870.802
